source_row,关键词,关键词翻译,趋势,旺季,淡季,综合,月搜索量,月购买量,购买率,SPR,PPC竞价,AC推荐词,流量占比,流量词类型,首个ASIN自然排名,首个ASIN广告排名,预估周曝光量,相关产品,相关ASIN,ABA周排名,unnamed_21,unnamed_22,unnamed_23,unnamed_24,标题密度,商品数,供需比,广告竞品数,点击集中度,前三ASIN转化总占比,unnamed_31,建议竞价范围,#1_前三ASIN,#1_点击共享,#1_转化共享,#2_前三ASIN,#2_点击共享,#2_转化共享,#3_前三ASIN,#3_点击共享,#3_转化共享,前十ASIN
695,dewalt battery jumper,得伟电池跳线,,,,自然搜索词,973,81,0.0838,2,$1.50,1986260,,,,,0,107,9.09,1,0.8999,1,,$1.12 - $1.88,B06XD6XBCM,0.3667,0.5,B09Y78659L,0.3667,0.5,B086VRNYMM,0.1667,0,"B086VRNYMM,B09Y78659L,B06XD6XBCM,B09Y6YCLQM,B07H39S9JQ,B09Y718XFV,B0CJJNWFLH,B0C4Y9NTQT,B0CB7H12GD,B0C8M3X7N7",,,,,,,,
696,travel air compressor for car tires,用于汽车轮胎的旅行空气压缩机,,,,1373.528,940,52,0.0562,1,2,2227376,,,,,0,417,2.25,24,0.4481,0.25,,'-,B07QR4Q42L,0.1724,0.25,B07MKSP49L,0.1724,0,B097B6X669,0.1034,0,"B07MKSP49L,B097B6X669,B077N9PXV3,B097DR4J94,B0BC1NR32P,B074X4XFGS,B08LGTYBQQ,B0CHXYPRTS,B07RM5D9C3,B082MR31YR",,,,,,,,
697,96r car battery,96r汽车电池,,,,视频广告词,1852,81,0.0441,2,$0.81,1762246,,,,,0,118,15.69,5,0.5375,0,,$0.43 - $1.19,B0CBQ4GR6T,0.253,0,B08W5HH5FD,0.1462,0,B005CLPOQM,0.1383,0,"B0CBQ4GR6T,B008FWCLHU,B08W5HH5FD,B00075OSBK,B0CN2NS1BC,B0C42Y5TPD,B0CMT9DZF4,B005CLPOQM,B000MS9VZK,B0002ILK6I",,,,,,,,
698,rechargeable car battery charger,可充电汽车电池充电器,,,,#REF!,922,80,0.0873,2,,1898506,,,,,0,564,1.63,3,0.5357,0.4,,'-,B015TKUPIC,0.3929,0.4,B07T9S3Q5N,0.0714,0,B07W46BX31,0.0714,0,"B0BZP6HCVS,B015TKUPIC,B097D397M6,B0C1SBXT8V,B07T9S3Q5N,B0789DLKB5,B09FJQ7F5R,B07W46BX31,B0CCHMX3G3,B098JVY4B9",,,,,,,,
699,nexpow 1500a jump starter,nexpow 1500a 跳线启动器,,,,自然搜索词/SP广告词,1235,80,0.0649,2,$2.93,1790376,,,,,0,112,11.03,15,0.7997,0.75,,$2.20 - $3.66,B09F9CR89W,0.5714,0.75,B07T9S3Q5N,0.1714,0,B0C1SBXT8V,0.0571,0,"B09F9CR89W,B0C2CTM9D6,B07T9S3Q5N,B082ZZ2W14,B0C96NBJCT,B0CNCLVQ37,B07X7YZYFV,B09V4W4SGW,B0C8HZF96X,B09TP2B11R",,,,,,,,
700,cargador batería carro,手推车电池充电器,,,,#REF!,1581,80,0.0507,2,$2.13,1166915,,,,,0,610,2.59,17,0.5917,0,,$1.12 - $2.84,B07W46BX31,0.2449,0,B097D397M6,0.2449,0,B07W6B987F,0.102,0,"B097D397M6,B0B67W12TL,B07Z1D26CS,B015TKUPIC,B0CHFBHHWD,B098JVY4B9,B0CJXWDFSC,B0C5Q9ZCDV,B0BX94N932,B094VQ88X2",,,,,,,,
701,avapow 2000a car battery jump starter,avapow 2000a 汽车电池启动器,,,,自然搜索词,869,80,0.0922,2,,1484057,,,,,0,111,7.83,15,0.8,1,,'-,B08NPC4VVR,0.48,0.75,B08T637RW9,0.24,0.25,B08NPGCFSG,0.08,0,"B08T637RW9,B08NPC4VVR,B08T5V2BGD,B087LRFYDB,B0CH9LFCZ4,B0CND278YS,B08NPHZV8N,B08NPGCFSG,B0CGDWPB1T,B0C42Y5TPD",,,,,,,,
702,jump n carry,跳转和携带,,,0.0002,#REF!,2150,79,0.0372,2,$2.23,860281,,,,,3,241,8.92,4,0.609,0.7112,,$1.66 - $2.78,B000JFJLP6,0.3388,0.4889,B01GQDBNWS,0.1889,0.1556,B0872HHZQH,0.0814,0.0667,"B01GQDBNWS,B000JFJLP6,B0872HHZQH,B000JFHMVG,B000KPU8F2,B0753MF4Q8,B0742RQ5HW,B000JFJLOM,B08HNJS93J,B00ZPAQ9HS",,,,,,,,
703,noco gb20 jump starter,noco gb20 启动器,,,,自然搜索词/品牌广告词/视频广告词,946,79,0.0841,2,$1.15,1698030,,,,,0,96,9.85,4,0.8963,1,,$0.92 - $1.45,B015TKPT1A,0.5517,0.2,B015TKUPIC,0.3103,0.6,B0924V8SPC,0.0345,0.2,"B015TKPT1A,B015TKUPIC,B07C2VZGJY,B0924V8SPC,B0CDMKTVC9,B07MVY7K43,B071F36LXZ,B09G76SGHD,B0B64GH589,B0BV6Q17TZ",,,,,,,,
704,car jumper starter portable with air compressor,带空气压缩机的便携式汽车跳线启动器,"'=DISPIMG(""ID_62779BE25CAE465CB1CA60EA599A5E6B"",1)",10-2,3-9,1327.08779104478,4359,94,0.0217,2,$3.35,,0.0006,自然搜索词,28,,2695,8,B0CGJ5GZWM/B087LRFYDB/B015TKUPIC/B09F9CR89W/B0C7BS8P5Y/B08NPGCFSG/B09HJH1S41/B08MFKSVX5,395777,,,,,5,6948,0.33,1,0.8165,0.6364,,$1.00 - $1.69,B00DY0IT7E,0.5633,0,B00DY0IUN2,0.1361,0,1619635801,0.1171,0.6364,"1619635801,1090432429,B00DY0IUN2,1090531311,034548102X,1932012745,0593531817,B00RKY15PI,0807560790,1945501898"
705,autogen jump starter,自动启动器,,,,#REF!,1307,79,0.061,2,$4.80,2035196,,,,,0,114,11.46,15,0.7674,0.4286,,$3.59 - $6.00,B07KZSBLS4,0.4884,0.2857,B08QTQRN8G,0.1395,0.1429,B0836GL9VY,0.1395,0,"B07KZSBLS4,B08QTQRN8G,B0836GL9VY,B0C4Y9NTQT,B0C58LN2QV,B0CFTS22D4,B0BMQLP287,B0CMJFZC1L,B08NPGCFSG,B0CDMKTVC9",,,,,,,,
706,4 in 1 portable jump starter with air pump pro,,,,,#REF!,979,79,0.0812,2,,1050763,,,,,0,61,16.05,59,0.4334,1,,'-,B0CJJWJG6S,0.2667,1,B09GLPBKXR,0.1,0,B0BXXTVQSL,0.0667,0,"B0CLL149DM,B09FJQ7F5R,B0CJHS1KT5,B0BXWY4KPG,B0CJJMLZ82,B0CJJWJG6S,B0BW5MW99N,B09G5WC4TD,B08KKY599B,B0BNBDXQF8",,,,,,,,
707,car jumper starter portable with air compressor,带空气压缩机的便携式汽车跳线启动器,,,0.0006,1327.08779104478,4359,94,0.0217,2,$3.35,395777,,,,,0,332,13.13,54,0.2698,0.2472,,$1.64 - $3.35,B0CGJ5GZWM,0.1329,0.1461,B002X6VXL4,0.0792,0.0337,B0CJJWJG6S,0.0577,0.0674,"B0CGJ5GZWM,B09FJQ7F5R,B002X6VXL4,B0CF9G1354,B0C85K846C,B0CNK6C57H,B0BXWY4KPG,B0CLL149DM,B0CJJWJG6S,B00RZXVQSU",,,,,,,,
708,jump pack with air compressor,带空气压缩机的跳包,"'=DISPIMG(""ID_8E9274F1A728462C86EF73BDFFA1CCF4"",1)",11-2,3-10,1126.82900735294,2777,78,0.0283,2,$2.72,,0.0001,SP广告词,,14,475,3,B0CGJ5GZWM/B084YQSVZ6/B087LRFYDB,600860,,,,,4,4324,0.46,3,0.5723,0.5303,,$2.91 - $4.03,B079HHYDTR,0.3675,0.3485,B0BNQZDFD3,0.1131,0.1212,B08ZC1DV38,0.0919,0.0606,"B079HHYDTR,B0BNQZDFD3,B08ZB8ZWW3,B00CHJJR88,B074P9D8JK,B00LWUP5V6,B0C6YLVTHP,B084HG31YV,B00BCVPVGY,B08D6TS9NT"
709,jump pack with air compressor,带空气压缩机的跳包,,,0.0001,1126.82900735294,2777,78,0.0283,2,$2.72,600860,,,,,0,480,5.79,10,0.3413,0.3166,,$2.19 - $3.64,B09B73SX6S,0.1226,0.0833,B0CJJWJG6S,0.1178,0.0833,B0CGJ5GZWM,0.101,0.15,"B0CGJ5GZWM,B0CLRSMCB7,B09FJQ7F5R,B06XD6XBCM,B086VRNYMM,B0CJJWJG6S,B00RZXVQSU,B0CHNRMZ27,B0CF1N8K1C,B0C85K846C",,,,,,,,
710,diesel jump starter,柴油启动器,,,,#REF!,865,78,0.0913,2,$2.85,1310565,,,,,0,622,1.39,16,0.4399,0,,$2.21 - $3.61,B0C4Y9NTQT,0.2,0,B015TKUPIC,0.12,0,B08NPGCFSG,0.12,0,"B0C4Y9NTQT,B0BWM2ZZ3F,B0CN91TGQW,B0C5X8CVNJ,B08NPGCFSG,B082ZZ2W14,B0CC4V5S2F,B0BXT1W7JX,B0CHV2XVQX,B09ZXSWTJQ",,,,,,,,
711,air compresser,空气压缩机,,,,#REF!,2511,77,0.0307,2,$2.25,772885,,,,,0,2873,0.87,41,0.2398,0.2857,,$1.97 - $2.53,B07KHHDJGD,0.097,0.0952,B00K34UZBW,0.0889,0.1429,B0BV644LGX,0.0539,0.0476,"B07KHHDJGD,B00K34UZBW,B0BV644LGX,B07QR4Q42L,B08LGTYBQQ,B088KBCZ6H,B0C4T558VT,B01J8Y90XG,B07VMM69N9,B01L9WSTEG",,,,,,,,
712,dewalt inverter,得伟逆变器,,,,SP广告词,5293,77,0.0146,2,$0.69,247697,,,,,0,327,16.19,35,0.4787,0.4692,,$0.51 - $0.87,B0767F5DPJ,0.2352,0.1605,B06Y549WB9,0.1276,0.2099,B0CQ2MHKJ5,0.116,0.0988,"B06Y549WB9,B0767F5DPJ,B0CB5ZKF54,B0CC1DXY1H,B09DJYQJYZ,B086VRNYMM,B0BMVQP9PF,B0BJQ564CD,B0CQ4Q6WB9,B0BKLK2FJH",,,,,,,,
713,tire inflator jump starter,轮胎充气机启动器,"'=DISPIMG(""ID_3E0E461A71B64C929A34B4C9FFABB595"",1)",9-2,3-8,1080.00498614958,1015,88,0.0873,2,$3.61,,,品牌广告词/视频广告词,,7,0,3,B0CGJ5GZWM/B016UG6PWE/B015TKUPIC,1160651,,,,,0,801,2.34,4,0.458,0.4311,,$2.80 - $4.84,B015TKUPIC,0.2863,0.2414,B087LRFYDB,0.1031,0.1207,B08GYFP5JK,0.0687,0.069,"B015TKUPIC,B08T6KPF2F,B087LRFYDB,B0C4Y9NTQT,B08GYFP5JK,B000JFJLP6,B0BQHNQH2K,B09LH5SL12,B0C4XWBJKF,B09W5SFK6L"
714,4 gauge jumper cables,4规格的跨接电缆,,,,品牌广告词/视频广告词,1068,77,0.0724,2,$2.00,1671846,,,,,0,176,6.07,4,0.5159,0.2858,,$1.50 - $2.50,B079LHNH8D,0.1935,0.1429,B079JYF3MS,0.1613,0.1429,B09592FGCY,0.1613,0,"B079JYF3MS,B073VHBRFC,B00F9RNIPI,B07MWL3YR2,B09ZYT2H5P,B09ST2DB4N,B01AXBB2VG,B07L4CHDRB,B0C5XBT598,B08XH7B4W9",,,,,,,,
715,schumacher jump starter,舒马赫起跳器,,,,#REF!,1501,76,0.0509,1,$1.65,1473640,,,,,0,205,7.32,5,0.5109,0,,$1.01 - $2.06,B09Z3W6DZV,0.2667,0,B0C11R9F31,0.1333,0,B0756QSKDN,0.1111,0,"B09Z3W6DZV,B09Y17ZKNB,B07892JQ1Q,B09ZF6RFF2,B0789DLKB5,B09XSD8LGC,B09XJ4PLJH,B0756QSKDN,B0C11R9F31,B01NAD97MJ",,,,,,,,
716,automobile battery charger,汽车电池充电器,,,,自然搜索词,1232,76,0.0617,1,$3.09,1359909,,,,,0,651,1.89,4,0.5127,0.5,,$2.34 - $3.53,B097D397M6,0.2308,0.375,B07W46BX31,0.2308,0.125,B00KNMKRU8,0.0513,0,"B097D397M6,B07BLLRM8R,B015TKUPIC,B00KNMKRU8,B079C5SZ2H,B07W46BX31,B07895WM6P,B07QPSNZPP,B098JVY4B9,B0797KK3N2",,,,,,,,
717,remote car starter,遥控汽车启动器,,,,#REF!,6383,75,0.0118,1,$3.17,555041,,,,,0,1804,3.54,19,0.3826,0.0882,,$2.38 - $3.96,B077MZC8RJ,0.1802,0.0588,B07HMX118W,0.1026,0.0294,B077NDP76T,0.0999,0,"B077MZC8RJ,B000EVU8MK,B077NDP76T,B07HMX118W,B00OPVYHZ4,B0844MCF47,B01BHQ1YQE,B08M2HZFXJ,B07XMF4SYG,B081ZFH11W",,,,,,,,
718,gbx155 noco boost 4250a,GBX155 NOCO BOOST 4250A,,,,自然搜索词,930,75,0.0812,1,$0.74,1879460,,,,,0,31,30,3,0.9642,0.75,,$0.55 - $0.93,B08WZFPXFM,0.8571,0.75,B09P9XZC6D,0.0714,0,B07KZSBLS4,0.0357,0,"B08WZFPXFM,B09P9QGMSV,B09P9XZC6D,B015TKSSB8,B07C2XLR3J,B0924V8SPC,B08WYKD6TY,B09XB8FFX5,B08V6MJ2NR,B07MVY7K43",,,,,,,,
719,automotive battery jumper cables,汽车电池跨接电缆,,,,#REF!,2007,75,0.0375,1,,1332254,,,,,0,1174,1.71,4,0.4803,0.5,,'-,B079LHNH8D,0.2724,0.3485,B015TKUPIC,0.1147,0.0303,B073VHBRFC,0.0932,0.1212,"B079LHNH8D,B00F9RNIPI,B073VHBRFC,B07MWL3YR2,B08LW5HFPL,B0969KT75Q,B074DMCRNF,B08MKZ6PPL,B078WLYNFT,B07YQND9SD",,,,,,,,
720,plyo box jump,跳箱跳,,,,视频广告词,2822,74,0.0263,1,$1.51,912032,,,,,2,158,17.86,4,0.4196,0.1666,,$1.13 - $1.89,B0CBT1ZQ1P,0.1703,0.0833,B084NTG92Y,0.1655,0.0833,B07HL5NTH2,0.0839,0,"B092ZWGCK2,B0CBT1ZQ1P,B084NTG92Y,B0C9M3V4DY,B0BK87W6TN,B07W4FVKDX,B07YYZKCWR,B0C6TC1DR8,B0C2C65J7M,B08J2FPHXL",,,,,,,,
721,car cables jump start,汽车电缆快速启动,,,,#REF!,1715,74,0.0432,1,$2.93,1362810,,,,,0,744,2.31,5,0.5576,0.6363,,$2.08 - $3.34,B079LHNH8D,0.3654,0.4545,B015TKUPIC,0.1154,0.1818,B0969KT75Q,0.0769,0,"B079LHNH8D,B0969KT75Q,B08T6KPF2F,B015TKUPIC,B08MKZ6PPL,B07MWL3YR2,B07Z1D26CS,B00SAT6Y08,B09YXDJWR6,B073VHBRFC",,,,,,,,
722,booster pac es5000,增压 pac es5000,,,,#REF!,1455,74,0.0513,1,$1.73,1003827,,,,,16,155,9.39,4,0.8837,1,,$1.55 - $2.20,B000JFHNQA,0.7674,1,B004QXO8UK,0.0698,0,B015TKUPIC,0.0465,0,"B07WZ15NR2,B09647FJYY,B08RYCHZJV,B07667N5SD,B08BZ6VKDL,B08GFWSZV3,B01FTJGQKE,B004QXO8UK,B000JFJLP6,B08P1V9SCG",,,,,,,,
723,exercise box jump,运动箱跳,,,,视频广告词,2851,73,0.0259,1,$0.76,975966,,,,,0,170,16.77,6,0.4541,0.3244,,$0.56 - $0.85,B0CBT1ZQ1P,0.1929,0.1892,B073Z8DFL2,0.16,0.0541,B092ZWGCK2,0.1012,0.0811,"B0CBT1ZQ1P,B092ZWGCK2,B073Z8DFL2,B07PXKYX5M,B0C9M3V4DY,B07YYZKCWR,B07HL5NTH2,B09FVCB9VY,B0C2C65J7M,B00CV5GOK2",,,,,,,,
724,battery clamp,电池夹,,,,SP广告词,2127,73,0.0344,1,$0.97,855907,,,,,4,14687,0.14,15,0.2587,0.1643,,$0.73 - $1.21,B09SCY82W3,0.123,0.0896,B0BYMWLBPH,0.0744,0.0448,B0060YHRVA,0.0615,0.0299,"B0060YHRVA,B09SCY82W3,B0BYMWLBPH,B0BY4V3D9N,B0C743ZL5Z,B0B15B2FLY,B082LTCF33,B0882PCBDC,B000BPTUJ6,B09ZSQFVF5",,,,,,,,
725,51r car battery,51r汽车电池,,,,自然搜索词,1685,73,0.0434,1,$0.40,1142971,,,,,0,110,15.32,,0.5,0,,$0.31 - $0.46,B0BXSPTMX2,0.2222,0,B005CLPOQM,0.1667,0,B0013ZGZ9Q,0.1111,0,"B0013ZGZ9Q,B0BXSPTMX2,B07T9S3Q5N,B098JVY4B9,B0BKL4FNVF,B0CMQ16GJX,B005CLPOQM,B0002ILK6I,B09GLVT5H2,B00BMUK9VM",,,,,,,,
726,lokithor jump starter,洛基索尔跳跃启动器,,,0.0003,#REF!,1143,72,0.0631,1,$3.03,979197,,,,,0,102,11.21,5,0.5313,0,,$2.27 - $3.79,B0B1V2262G,0.25,0,B0B58KBG9J,0.1563,0,B0BSCTQDCX,0.125,0,"B0B1V2262G,B0BSCT3K3V,B0BQWG6NQZ,B09B73SX6S,B0B8HD6RDB,B0B42KBV16,B0B58KBG9J,B09B739QXH,B0BSCTDGY2,B0C3CF35JZ",,,,,,,,
727,vehicle battery,汽车电池,,,,#REF!,940,72,0.0767,1,$3.34,1711245,,,,,1,17760,0.05,5,0.4483,0,,$2.35 - $4.34,B0BXSQDNVZ,0.2414,0,B005CLPOQM,0.1379,0,B00075OSBK,0.069,0,"B000MS9VZK,B008FWCLHU,B0BXSQDNVZ,B006N91BLY,B00075OSC4,B000MSBU9U,B0CN93MX12,B0BTVZ3GQF,B0CG6C15SV,B0CMWTNLX1",,,,,,,,
728,tire inflator jump starter,轮胎充气机启动器,,,,1080.00498614958,1015,88,0.0873,2,$3.61,1160651,,,,,0,291,3.49,5,0.3125,0.1667,,$2.52 - $4.76,B0CGJ5GZWM,0.1563,0.1667,B06XD6XBCM,0.0938,0,B0BG2LDTM6,0.0625,0,"B0CGJ5GZWM,B09NCWV576,B0CJJWJG6S,B0CLL149DM,B09G5WC4TD,B0C85K846C,B09FJQ7F5R,B0BBG7RZTN,B002X6VXL4,B0BFDV27KP",,,,,,,,
729,portable jump starter with air compressor,带有空气压缩机的便携式起跳器,"'=DISPIMG(""ID_C4EA494BA34E4532B6794F683CE04A09"",1)",11-2,3-10,971.897388535032,4207,78,0.0186,2,$3.14,,0.0003,SP广告词,,15,1232,6,B0CGJ5GZWM/B0C7BS8P5Y/B087LRFYDB/B09HJH1S41/B08NPGCFSG/B084YQSVZ6,438951,,,,,30,1622,1.56,4,0.5309,0.4932,,$3.08 - $4.76,B015TKUPIC,0.2815,0.2055,B09F9CR89W,0.2011,0.2329,B087LRFYDB,0.0483,0.0548,"B09F9CR89W,B015TKUPIC,B087LRFYDB,B0C4XWBJKF,B0C42Y5TPD,B0BZP6HCVS,B08GYFP5JK,B0CGJ5GZWM,B0CGDWPB1T,B09LH5SL12"
730,cen-tech,科技,,,,视频广告词,1285,71,0.056,1,$1.37,2176172,,,,,22,231,5.56,5,0.4146,0,,$1.15 - $1.86,B07PQH6HSQ,0.1951,0,B00IU1QT56,0.1463,0,B01CJS12P2,0.0732,0,"B00IU1QT56,B013XRK9H0,B001RSREKI,B01CJS12P2,B01DX9MVXS,B00508ZUOI,B08M3K2TSY,B00QTOEKPW,B00UMWXMXS,B018RQDUNM",,,,,,,,
731,air compressor and jump starter combo,,,,,#REF!,1144,71,0.0627,1,,1762846,,,,,0,159,7.19,23,0.2187,0.2857,,'-,B0CGJ5GZWM,0.0938,0.2857,B06XD6XBCM,0.0625,0,B08KJNKC6V,0.0625,0,"B0CGJ5GZWM,B082BBJSJK,B0CMJFZC1L,B081MVHK1N,B09G5WC4TD,B0C2887FTM,B09YP3Y1WG,B0CLL149DM,B0B5ZY1TD8,B0CF9G1354",,,,,,,,
732,cables para pasar corriente a carros,电缆para pasar corriente a carros,,,0.001,自然搜索词,8086,70,0.0087,1,,199894,,,,,0,151,53.55,37,0.2856,0.2183,,'-,B09592FGCY,0.1395,0.1197,B08T6KPF2F,0.0901,0.0352,B079LHNH8D,0.056,0.0634,"B079LHNH8D,B0969KT75Q,B08MKZ6PPL,B08LW5HFPL,B07MWL3YR2,B00SAT6Y08,B073VHBRFC,B0CH19HH3M,B01GU4O3GG,B0C5X9JQ8Z",,,,,,,,
733,truck jump starter heavy duty,重型卡车起跳器,,,0.0004,#REF!,2403,70,0.0293,1,$4.07,970001,,,,,0,442,5.44,5,0.3097,0.2727,,$3.05 - $5.09,B0C4Y9NTQT,0.1111,0.2045,B09FSQKPYX,0.0994,0.0682,B015TKUPIC,0.0994,0,"B09FSQKPYX,B0C4Y9NTQT,B0CFTS22D4,B000JFJLP6,B015TKUPIC,B0CGCRHS2Z,B0BR57PDDY,B08NPGCFSG,B09GW2NC12,B0CGJ5GZWM",,,,,,,,
734,solar trickle charger for car battery,汽车电池太阳能涓流充电器,,,,SP广告词,984,70,0.0719,1,$1.47,1180295,,,,,0,206,4.78,17,0.6452,0.4286,,$0.96 - $2.95,B07JLWFPX6,0.4194,0.2857,B06WP95W51,0.129,0.1429,B08GX19KT9,0.0968,0,"B07JLWFPX6,B017K6PH1S,B08FBZZXVM,B07RXKN9MF,B06WP95W51,B08K2T4RPH,B0BWY64QTY,B07QBY7626,B08CHBV8L7,B07QB3N2PW",,,,,,,,
735,jump n carry jump starter,跳跃 n 进位跳跃启动器,,,,#REF!,2176,70,0.0322,1,$2.18,1008963,,,,,0,242,8.99,4,0.6434,0.675,,$1.63 - $2.73,B000JFJLP6,0.3597,0.3,B01GQDBNWS,0.1815,0.225,B0872HHZQH,0.1023,0.15,"B000JFJLP6,B01GQDBNWS,B0872HHZQH,B000JFHMVG,B0753MF4Q8,B01N7OD9XW,B000KPU8F2,B000JFJLOM,B08HNJS93J,B015TKUPIC",,,,,,,,
736,jump and carry jump starter,跳跃和携带跳跃启动器,,,0.0004,#REF!,1915,69,0.0362,1,$2.80,993357,,,,,0,594,3.22,4,0.7074,0.5385,,$2.00 - $3.50,B000JFJLP6,0.3692,0.3077,B01GQDBNWS,0.2769,0.2308,B015TKUPIC,0.0615,0,"B000JFJLP6,B01GQDBNWS,B0872HHZQH,B000JFHMVG,B000JFJLOM,B015TKUPIC,B000KPU8F2,B000JFHNQA,B0C4Y9NTQT,B09W5SFK6L",,,,,,,,
737,jump starter cable,起动器电缆,,,0.0001,#REF!,1981,69,0.0353,1,$2.82,978316,,,,,3,1479,1.34,4,0.6772,0.5882,,$1.50 - $3.22,B079LHNH8D,0.4677,0.5294,B08NVK6VKZ,0.1129,0,B015TKUPIC,0.0968,0.0588,"B079LHNH8D,B0969KT75Q,B00SAT6Y08,B08NVK6VKZ,B06VSX9939,B074DMCRNF,B01AXBB2VG,B0BBZTLL3B,B0B5RBMV9T,B073VHBRFC",,,,,,,,
738,pickup truck accessories,皮卡车配件,,,,SP广告词,6334,69,0.0109,1,$1.14,265674,,,,,1,60728,0.1,224,0.0979,0.0816,,$0.86 - $1.44,B01N7P7EOX,0.0345,0.0408,B0B6VRPP9N,0.0327,0.0204,B0000AZ9KS,0.0309,0.0204,"B0000AZ9KS,B0BLK3GZBK,B0BNKBVZ11,B0CGVBFPF7,B07F1PWDP2,B0BMQDGGGT,B092VMS5RZ,B0BTRVDTVL,B0CFFH5NMD,B06W597YC7",,,,,,,,
739,lithium 12v battery,锂12v电池,,,,SP广告词,3364,69,0.0206,1,$4.57,796852,,,,,0,1781,1.89,,0.2585,0.138,,$3.44 - $5.73,B084DB36KW,0.1075,0.069,B097BRKCQP,0.0887,0.0345,B09QKD4G6L,0.0623,0.0345,"B097BRKCQP,B09QKD4G6L,B0C3KXNJ4D,B08R6WRWQW,B0CLH2H7Z7,B084DB36KW,B09V79ZKVM,B0B7DTNZDW,B0B78HTRDL,B0BQ7PHWSK",,,,,,,,
740,ev car charger,电动汽车充电器,,,,SP广告词,2029,69,0.0344,1,$6.96,1169735,,,,,1,817,2.48,67,0.2851,0.1876,,$4.46 - $8.89,B0C6YMS4KH,0.148,0.0938,B09ZNN3JB7,0.0794,0.0313,B08PQ42SJ4,0.0578,0.0625,"B09ZNN3JB7,B08PQ42SJ4,B082LMVSLY,B0C1FJB3GC,B0C9CJQV87,B0BWRXBDY3,B0C6YMS4KH,B07THBGGMG,B0BDLQMR51,B08H2LYFHX",,,,,,,,
741,battery charger automotive,汽车电池充电器,,,,#REF!,1506,69,0.0461,1,$1.94,1280271,,,,,5,3985,0.38,79,0.326,0.5,,$1.30 - $2.42,B097D397M6,0.1087,0.3333,B07W46BX31,0.1087,0.1667,B07W3QT226,0.1087,0,"B097D397M6,B07895WM6P,B094VQ88X2,B0B67W12TL,B07W46BX31,B00KNMKRU8,B0797KK3N2,B098JVY4B9,B087BXGK3Z,B07QPSNZPP",,,,,,,,
742,cop car accessories,警用汽车配件,,,,SP广告词,1184,68,0.0577,1,$0.68,946217,,,,,0,2217,0.53,24,0.2894,0.5,,$0.46 - $0.80,B09FS2CSCL,0.1842,0.5,B01FKZK2RU,0.0526,0,B08KZPT6YH,0.0526,0,"B09FS2CSCL,B08T75LT1Z,B0C2PHS1LF,B07VGRVKSN,B0BHNYJGRF,B0956TFNX2,B075MXY6DQ,B081T7N948,B07JVSH3V6,B0C4GX2NYW",,,,,,,,
743,yesper,是的,,,,自然搜索词,959,68,0.0715,1,$4.42,1912560,,,,,22,60,15.98,26,0.7332,1,,$3.31 - $5.53,B09Q15SPZJ,0.4,1,B09ZNX667J,0.2667,0,B09Y8YFT4R,0.0667,0,"B09Q15SPZJ,B09ZNX667J,B09PZYR2M1,B09Y8YFT4R,B09ZP4JF5K,B0BXP4XTC2,B0BBLKVLKN,B0BX9TQ48Y,B0C147THV5,B0BZCWZXGX",,,,,,,,
744,noco jump starter gb40,noco 启动器 gb40,,,,#REF!,1176,68,0.0582,1,$1.01,2448674,,,,,0,118,9.97,3,0.8809,1,,$0.76 - $1.26,B015TKUPIC,0.7619,0.8571,B07MVY7K43,0.0714,0.1429,B015TKPT1A,0.0476,0,"B09G76SGHD,B071F36LXZ,B0924V8SPC,B015TKUPIC,B016UG6PWE,B07MVY7K43,B07C2VZGJY,B015TKSSB8,B0CH9LFCZ4,B0CMGBXJJ6",,,,,,,,
745,cargador portátil para carro,便携式车载充电器,,,,#REF!,1181,68,0.0581,1,$2.70,1454366,,,,,0,169,6.99,16,0.3634,0,,$2.41 - $4.00,B015TKUPIC,0.1212,0,B07W46BX31,0.1212,0,B07Z1D26CS,0.1212,0,"B07Z1D26CS,B015TKUPIC,B0CGJ5GZWM,B0BZP6HCVS,B08GYFP5JK,B08NPGCFSG,B09FJQ7F5R,B098JVY4B9,B01D42TYFC,B09TP2B11R",,,,,,,,
746,test boost max for men v shred,,,,,品牌广告词/视频广告词,1240,67,0.0544,1,$1.84,955102,,,,,0,61,20.33,4,0.8611,0.7778,,$1.37 - $2.29,B0CC394T33,0.7778,0.7778,B017I0A9IM,0.0556,0,B01MQ1JLWY,0.0278,0,"B0CC394T33,B0CP8BQ6GF,B01MQ1JLWY,B0CJ68T8S5,B0CF9BYN6R,B09X258K7G,B0BNNVGVJW,B08T21PPHR,B0BH7Z7GCJ,B09X2CG92L",,,,,,,,
747,jump packs,跳包,,,,自然搜索词/品牌广告词/视频广告词/SP广告词,1538,67,0.0441,1,$5.25,1998596,,,,,0,1046,1.47,19,0.3959,0.2,,$3.30 - $6.55,B015TKUPIC,0.1875,0.2,B016UG6PWE,0.1042,0,B0924V8SPC,0.1042,0,"B000JFJLP6,B0C4Y9NTQT,B087LRFYDB,B000JFHNQA,B0C8HZF96X,B01GQDBNWS,B0CGCRHS2Z,B0CFTS22D4,B015TKUPIC,B08NPHZV8N",,,,,,,,
